1 1.379 7262.45 +1
1 1.375 7048.8 +1
1 1.488 7546.81 +1
1 1.579 7109.21 +1
1 1.593 6913.25 +1
1 1.533 6870.47 +1
1 1.469 6838.7 +1
1 1.515 6812.46 +1
1 1.559 6786.26 +1
1 1.559 6889.46 +1
1 1.712 6900.44 +1
1 1.465 6932.56 +1
1 1.311 6778.2 +1
1 1.183 6532.96 +1
1 1.176 6420.74 +1
1 1.202 5997.88 +1
1 1.167 6104.13 +1
1 1.167 6255.16 +1
1 1.613 7404.91 +1
1 1.628 6630.27 +1
1 1.497 6292.86 +1
1 1.217 6244.02 +1
1 1.247 6411.44 +1
1 1.258 6607.65 +1
1 1.255 6543.12 +1
1 1.363 6538.74 +1
1 1.389 6662.53 +1
1 1.389 6703.2 +1
1 1.467 6450.89 +1
1 1.532 6457.66 +1
1 1.532 6605.42 +1
1 1.6 6642.37 +1
1 1.641 7105.15 +1
1 1.532 6712.96 +1
1 1.522 6659.85 +1
1 1.515 6671.48 +1
1 1.613 6941.56 +1
1 1.462 6966.84 +1
1 1.473 7039.58 +1
1 1.623 6917.48 +1
1 1.51 6927.04 +1
1 1.504 6928.84 +1
1 1.506 6959.73 +1
1 1.505 6940.56 +1
1 1.449 7155.84 +1
1 1.476 6881.6 +1
1 1.389 6966.33 +1
1 1.409 6410.62 +1
1 1.371 6378.72 +1
1 1.471 6525.52 +1
1 1.489 6818.7 +1
1 1.451 6805.58 +1
1 1.508 6833.54 +1
1 1.455 6818.09 +1
1 1.455 6676.49 +1
1 1.397 6479.3 +1
1 1.385 6441.47 +1
1 1.377 6419.64 +1
1 1.379 6579 +1
1 1.379 6452.69 +1
1 1.53 6834.97 +1
1 1.55 6772.83 +1
1 1.536 6860.72 +1
1 1.391 7053.59 +1
1 1.581 7155.86 +1
1 1.646 7164.42 +1
1 1.667 7244.56 +1
1 1.52 6598.78 +1
1 1.516 6603.98 +1
1 1.511 6672.58 +1
1 1.599 7087.07 +1
1 1.631 7422.57 +1
1 1.626 7220.13 +1
1 1.59 7156.69 +1
1 1.594 7181.86 +1
1 1.625 7273.18 +1
1 1.632 7264.36 +1
1 1.677 7318.58 +1
1 1.688 7417.73 +1
1 1.675 7449.59 +1
1 1.67 7409.28 +1
1 1.667 7247.64 +1
1 1.653 7142.88 +1
1 1.621 7238.38 +1
1 1.621 7216 +1
1 1.652 7258.89 +1
1 1.677 7308.37 +1
1 1.5 7343.16 +1
1 1.653 7394.88 +1
1 1.65 7392.59 +1
1 1.657 7508.96 +1
1 1.657 7512.34 +1
1 1.575 7188.39 +1
1 1.575 7197.03 +1
1 1.575 7242.09 +1
1 1.601 7353.55 +1
1 1.599 7427 +1
1 1.599 7448.2 +1
1 1.594 7451.54 +1
1 1.448 6941.73 +1
1 1.448 6882.35 +1
1 1.454 6919.23 +1
1 1.509 7144.21 +1
1 1.595 7158.75 +1
1 1.622 7345.01 +1
1 1.593 7230.54 +1
1 1.593 7199.93 +1
1 1.601 7169.61 +1
1 1.516 7199.23 +1
1 1.516 7213.08 +1
1 1.646 7354.4 +1
1 1.64 7469.28 +1
1 1.582 6935.49 +1
1 1.548 6993.48 +1
1 1.522 7029.02 +1
1 1.51 7060.56 +1
1 1.51 7070.1 +1
1 1.506 7017.98 +1
1 1.511 7055.78 +1
1 1.539 7018.63 +1
1 1.542 7220.37 +1
1 1.56 7223.5 +1
1 1.512 7055.55 +1
1 1.496 7036.16 +1
1 1.555 7011.9 +1
1 1.524 7014.35 +1
1 1.519 7094.55 +1
1 1.477 7041.77 +1
1 1.477 6820.16 +1
1 1.471 6602.85 +1
1 1.366 6496.16 +1
1 1.348 6461.15 +1
1 1.37 6783.04 +1
1 1.399 7100.85 +1
1 1.246 7180.84 +1
1 1.482 7113.59 +1
1 1.549 6795.01 +1
1 1.127 5374.07 +1
1 1.21 5735.91 +1
1 1.174 6013.76 +1
1 1.172 5882.24 +1
1 1.355 5946.14 +1
1 1.363 6009.87 +1
1 1.363 5953.54 +1
1 1.257 5849.83 +1
1 1.327 5742.44 +1
1 1.309 5777.56 +1
1 1.4 5633.46 +1
1 1.271 5576.5 +1
1 1.229 5186.32 +1
1 1.044 4676.36 +1
1 0.928 4889.7 +1
1 1.22 5505.98 +1
1 1.216 5753.55 +1
1 1.377 5629.18 +1
1 1.346 5537.27 +1
1 1.192 5349.14 +1
1 1.304 5258.74 +1
1 1.418 5262.89 +1
1 1.378 5207.77 +1
1 1.418 5174.76 +1
1 1.015 5024.51 +1
1 1.015 4897.87 +1
1 0.735 4607.85 +1
1 1.387 5702.85 +1
1 1.415 5840.09 +1
1 1.423 5961.47 +1
1 1.427 6075.5 +1
1 1.43 5969.6 +1
1 1.429 5890.19 +1
1 1.418 6097.58 +1
1 1.461 5923.53 +1
1 1.48 6020.81 +1
1 1.542 6001 +1
1 1.494 5984.92 +1
1 1.498 5986.8 +1
1 1.475 5975.85 +1
1 1.468 6145.66 +1
1 1.456 6158.82 +1
1 1.411 6185.7 +1
1 1.397 6227.99 +1
1 1.363 6183.41 +1
1 1.369 5834.64 +1
1 1.311 6092.53 +1
1 1.373 6299.26 +1
1 1.504 6263.35 +1
1 1.535 6271.2 +1
1 1.528 6208.16 +1
1 1.519 6206.04 +1
1 1.514 6213.21 +1
1 1.505 6169.25 +1
1 1.45 6200.21 +1
1 1.442 6164.05 +1
1 1.392 6170.43 +1
1 1.486 6208.16 +1
1 1.372 6063.94 +1
1 1.42 6075.38 +1
1 1.427 6120.44 +1
1 1.382 6082.62 +1
1 1.464 6228.39 +1
1 1.496 6322.83 +1
1 1.501 6146.66 +1
1 1.522 6148.78 +1
1 1.399 6145.17 +1
1 1.383 6125.32 +1
1 1.402 6129.26 +1
1 1.462 6436.79 +1
1 1.405 6311.81 +1
1 1.452 6293.49 +1
1 1.594 6260.28 +1
1 1.34 6089.21 +1
1 1.334 6160.03 +1
1 1.258 6016.44 +1
1 1.249 5904.87 +1
1 1.254 5883.38 +1
1 1.151 5907.97 +1
1 1.189 6047.18 +1
1 1.189 5817.42 +1
1 1.334 6333.2 +1
1 1.21 6029.47 +1
1 1.226 6226.34 +1
1 1.227 6440.49 +1
1 1.291 6567.81 +1
1 1.286 6317.49 +1
